7,448
6,470
4,90
3,390
5,405
8,41
1,352
15,240
17,350
11,372
12,380
18,69
19,154
17,92
26,204
25,219
22,408
26,476
24,335
24,459
26,466
34,18
31,272
40,238
33,151
32,42
31,225
35,213
43,24
44,262
43,201
44,355
45,233
46,65
48,414
59,363
58,279
55,222
53,461
55,142
57,282
57,443
65,363
62,25
65,145
64,275
70,393
67,188
68,350
74,253
73,115
80,233
78,418
73,295
80,304
72,142
87,258
86,4
82,267
86,41
83,409
86,307
81,63
100,276
100,304
94,371
94,26
95,277
100,483
98,133
109,11
101,344
110,209
105,436
105,318
102,274
101,117
114,409
113,57
117,339
117,93
112,296
114,158
120,125
123,462
128,265
130,493
125,238
121,292
124,267
126,478
133,257
131,393
139,441
132,93
138,9
137,498
137,262
148,272
148,471
149,413
142,168
144,154
145,32
144,235
155,292
153,402
153,171
152,51
159,333
159,363
154,362
167,7
168,75
170,426
165,257
164,421
167,103
163,30
174,122
178,262
174,57
171,7
175,206
178,3
172,308
187,328
183,135
185,241
181,204
184,390
181,472
186,202
200,407
195,446
191,34
197,23
191,490
197,493
198,54
210,77
208,195
207,247
206,427
203,189
204,300
206,96
218,42
211,7
212,155
214,19
220,168
211,318
218,440
226,306
229,84
226,380
226,472
222,420
227,74
224,356
238,425
231,452
233,331
238,247
240,88
238,139
234,269
247,191
246,44
250,125
244,316
243,238
249,190
246,157
253,241
259,154
256,492
253,188
258,223
257,400
256,99
269,140
263,140
263,81
269,294
270,454
261,322
263,406
272,160
277,211
273,401
271,146
280,318
277,329
276,21
287,12
287,126
283,277
287,348
281,320
286,82
287,243
294,84
300,238
293,23
295,247
291,265
291,400
293,129
306,131
302,107
304,459
303,18
303,446
303,351
301,467
318,100
313,41
316,285
320,379
318,231
313,67
315,456
324,291
330,421
330,227
325,412
327,422
322,413
326,317
340,282
338,88
332,45
331,438
335,167
336,254
333,462
341,369
342,483
345,143
350,23
350,493
343,45
349,354
360,253
352,277
357,498
355,277
352,252
359,293
351,126
364,279
363,301
370,1
364,125
364,244
370,283
369,403
376,312
376,151
377,43
377,351
375,426
371,211
373,333
390,148
389,373
390,2
389,105
389,177
389,436
389,171
396,80
396,79
397,484
397,360
391,32
397,106
400,209
406,289
402,81
403,200
408,437
401,28
403,387
405,150
412,291
415,161
413,255
420,296
413,397
418,330
416,243
425,332
425,14
423,4
428,314
426,305
421,43
427,17
438,384
432,26
437,415
440,155
432,182
433,28
439,278
442,58
442,412
450,296
447,27
441,180
445,171
444,131
452,295
457,107
454,14
452,37
458,359
457,484
452,55
470,3
467,44
463,129
470,307
468,317
466,341
461,298
474,297
477,368
478,174
477,362
476,136
477,215
478,454
487,181
486,243
486,94
482,104
482,377
490,94
484,26
496,408
495,475
497,360
492,44
492,180
498,226
493,215
