502,203
507,202
510,201
501,204
509,202
505,203
507,201
517,207
513,208
516,206
516,205
515,207
513,206
515,205
526,209
530,212
527,211
527,210
525,209
525,211
528,209
533,213
540,214
536,213
536,215
531,215
531,216
536,214
549,220
546,220
546,219
542,218
545,217
547,217
542,217
556,223
555,224
556,222
556,224
554,221
557,222
557,224
565,227
564,226
565,228
562,228
563,225
570,227
568,226
580,230
571,229
579,232
577,230
578,229
571,232
571,231
589,235
590,236
582,234
584,233
581,235
587,233
586,233
592,239
594,238
598,237
597,237
593,239
597,239
596,240
602,244
604,242
602,242
604,244
610,244
602,241
607,241
618,245
617,246
615,248
612,247
620,248
615,246
613,246
625,250
624,251
622,252
629,252
630,251
630,250
626,250
639,253
635,254
638,255
637,253
636,253
634,253
638,256
648,257
644,260
645,260
645,257
649,260
647,257
645,259
657,264
658,262
651,263
657,263
655,264
656,264
655,263
666,265
669,266
664,268
666,268
661,267
662,266
669,268
680,270
679,272
673,272
677,269
679,269
680,271
672,271
683,274
689,275
685,273
682,273
685,276
687,273
687,276
693,277
692,280
697,279
696,279
700,277
698,279
700,280
704,281
701,281
702,281
709,284
710,284
702,282
704,283
713,287
720,287
719,285
714,286
717,286
711,287
712,287
730,289
726,291
729,291
723,291
725,292
724,291
725,290
735,293
740,294
740,293
735,295
733,294
740,296
733,295
749,297
750,297
750,299
745,299
749,298
748,299
747,298
760,303
757,302
760,302
755,304
756,303
754,304
754,302
769,308
766,308
761,308
765,305
765,306
768,306
769,307
772,309
774,310
777,310
775,311
776,310
777,311
774,309
790,315
788,313
789,316
785,316
783,313
789,315
787,314
800,320
795,319
792,320
799,318
796,317
791,319
793,318
807,321
804,323
805,321
802,324
807,322
803,323
806,322
813,327
820,327
818,326
811,327
820,326
814,326
812,327
825,332
821,330
830,332
826,332
830,331
822,330
824,332
832,335
831,334
838,335
834,335
835,334
839,334
834,333
844,339
843,340
843,337
849,337
842,340
848,340
845,337
852,344
857,344
853,344
860,344
852,343
852,342
858,343
870,347
868,347
867,348
863,348
870,348
865,347
864,347
879,351
876,352
871,350
879,352
880,350
874,351
876,350
885,354
887,356
886,354
885,353
882,353
890,353
884,354
899,357
891,358
896,358
895,357
894,360
900,357
893,360
910,361
909,362
905,364
909,364
909,361
910,364
904,362
919,365
912,366
920,366
918,367
913,367
918,365
917,368
927,370
930,370
924,370
921,371
925,371
922,370
924,371
938,376
934,376
933,375
934,375
935,375
932,375
939,373
946,378
944,378
950,380
941,380
946,377
949,379
947,379
952,384
957,384
956,384
959,384
956,381
956,383
951,381
961,386
967,388
963,385
969,385
961,388
970,387
967,386
978,389
977,391
973,389
978,390
980,392
977,392
978,392
989,393
985,394
981,394
986,396
988,395
982,395
982,396
991,399
999,399
992,400
996,397
993,399
992,399
997,397
