2503,1077
2503,1095
2504,1036
2502,1055
2502,1131
2503,1137
2504,1110
2513,1069
2517,1031
2520,1094
2519,1183
2513,1072
2511,1172
2518,1085
2530,1051
2530,1156
2528,1185
2528,1194
2522,1128
2522,1065
2521,1108
2534,1024
2536,1076
2540,1175
2535,1134
2538,1136
2538,1086
2531,1194
2544,1101
2549,1075
2547,1180
2546,1080
2550,1066
2541,1130
2546,1106
2556,1138
2553,1047
2560,1027
2559,1190
2552,1189
2559,1055
2555,1104
2568,1192
2564,1198
2561,1065
2564,1157
2568,1056
2562,1006
2567,1007
2580,1163
2578,1104
2575,1159
2572,1025
2579,1016
2571,1039
2571,1005
2584,1023
2588,1189
2590,1142
2587,1112
2588,1012
2581,1067
2587,1013
2598,1129
2594,1078
2591,1177
2596,1110
2591,1095
2594,1093
2598,1139
2601,1072
2609,1153
2603,1029
2608,1028
2604,1075
2609,1109
2604,1073
2613,1146
2617,1156
2620,1026
2615,1013
2612,1155
2618,1065
2619,1099
2621,1104
2627,1098
2627,1164
2625,1098
2629,1181
2623,1103
2630,1164
2636,1199
2633,1194
2633,1146
2636,1089
2640,1086
2637,1144
2640,1079
2642,1075
2650,1083
2650,1144
2647,1078
2650,1045
2642,1034
2641,1124
2652,1033
2655,1094
2655,1071
2658,1147
2658,1156
2651,1135
2653,1080
2661,1087
2664,1027
2665,1196
2667,1024
2670,1079
2663,1053
2662,1139
2680,1042
2672,1024
2678,1126
2674,1035
2674,1113
2672,1181
2676,1032
2688,1052
2683,1135
2683,1159
2684,1175
2688,1037
2682,1153
2686,1193
2692,1170
2695,1155
2694,1076
2695,1091
2697,1016
2691,1167
2700,1068
2706,1128
2705,1076
2709,1161
2701,1091
2702,1008
2703,1098
2707,1027
2715,1057
2714,1092
2720,1133
2713,1089
2716,1164
2715,1195
2717,1139
2726,1191
2722,1125
2725,1055
2724,1009
2721,1124
2725,1021
2721,1193
2732,1159
2731,1144
2735,1159
2732,1045
2732,1101
2736,1199
2734,1155
2744,1189
2745,1148
2746,1024
2747,1080
2743,1131
2750,1129
2741,1168
2760,1085
2758,1183
2751,1197
2759,1109
2751,1060
2759,1145
2756,1134
2764,1042
2768,1158
2769,1139
2768,1090
2768,1039
2766,1101
2765,1114
2780,1122
2778,1044
2778,1154
2772,1161
2775,1086
2778,1165
2774,1038
2781,1156
2783,1088
2781,1145
2785,1134
2790,1042
2786,1018
2788,1130
2796,1190
2797,1053
2796,1058
2796,1102
2795,1011
2791,1042
2800,1007
2804,1112
2802,1135
2805,1020
2807,1017
2804,1111
2808,1139
2801,1005
2816,1115
2820,1158
2813,1064
2814,1040
2815,1039
2816,1105
2817,1182
2827,1056
2823,1118
2828,1180
2828,1039
2829,1152
2830,1178
2824,1103
2834,1011
2836,1126
2838,1094
2838,1164
2833,1063
2838,1169
2840,1054
2841,1163
2849,1146
2846,1077
2849,1152
2847,1012
2841,1141
2848,1187
2859,1135
2851,1013
2856,1089
2858,1163
2857,1023
2852,1177
2852,1060
2867,1101
2865,1051
2868,1114
2869,1156
2869,1037
2864,1106
2864,1199
2878,1172
2878,1170
2878,1084
2875,1002
2877,1165
2875,1071
2871,1143
2886,1041
2890,1119
2882,1111
2889,1179
2887,1149
2889,1136
2890,1138
2891,1060
2895,1141
2900,1092
2899,1080
2895,1171
2893,1177
2896,1148
2906,1023
2909,1077
2905,1195
2902,1070
2905,1104
2909,1065
2904,1146
2911,1174
2919,1065
2912,1175
2919,1007
2916,1056
2913,1197
2917,1077
2930,1011
2928,1129
2929,1079
2922,1019
2925,1110
2927,1143
2923,1177
2936,1180
2937,1106
2931,1015
2934,1133
2937,1155
2934,1096
2935,1088
2948,1125
2947,1132
2943,1058
2946,1120
2950,1047
2944,1125
2950,1084
2959,1052
2953,1110
2959,1131
2952,1102
2951,1015
2953,1043
2960,1153
2965,1057
2970,1115
2964,1008
2970,1189
2970,1198
2962,1139
2962,1031
2974,1025
2978,1029
2980,1065
2980,1053
2974,1059
2971,1033
2976,1049
2984,1143
2983,1089
2987,1121
2984,1007
2983,1036
2985,1130
2986,1053
2995,1141
2994,1049
2996,1028
2996,1127
2997,1110
2998,1046
2999,1138
