3506,1565
3506,1510
3504,1480
3510,1575
3506,1440
3510,1591
3503,1426
3514,1555
3516,1440
3511,1444
3516,1425
3512,1461
3517,1554
3515,1596
3530,1477
3529,1478
3522,1467
3522,1591
3528,1449
3530,1600
3522,1486
3539,1544
3534,1442
3539,1417
3536,1472
3540,1433
3534,1598
3535,1543
3550,1518
3545,1474
3546,1439
3550,1533
3541,1534
3548,1416
3544,1439
3552,1509
3557,1467
3557,1503
3558,1417
3557,1540
3553,1483
3558,1461
3563,1503
3565,1464
3566,1424
3567,1499
3568,1545
3564,1526
3562,1404
3574,1558
3580,1598
3575,1471
3572,1598
3575,1527
3580,1503
3573,1411
3585,1571
3588,1574
3582,1456
3581,1554
3586,1588
3588,1456
3590,1591
3595,1423
3598,1413
3598,1580
3599,1412
3594,1421
3599,1543
3594,1566
3608,1425
3605,1417
3607,1558
3603,1558
3610,1516
3604,1437
3603,1405
3616,1527
3614,1553
3620,1585
3611,1589
3614,1518
3620,1476
3614,1554
3628,1407
3627,1520
3630,1476
3628,1478
3627,1551
3623,1426
3624,1590
3637,1474
3638,1441
3638,1592
3633,1403
3634,1447
3637,1531
3639,1588
3645,1472
3641,1462
3645,1438
3641,1595
3644,1560
3644,1427
3646,1466
3653,1541
3656,1439
3659,1598
3654,1502
3654,1491
3651,1431
3655,1597
3662,1591
3663,1558
3670,1524
3662,1594
3665,1482
3661,1568
3661,1519
3675,1413
3673,1480
3680,1416
3676,1442
3676,1547
3672,1424
3676,1418
3685,1494
3687,1406
3681,1583
3682,1426
3688,1537
3685,1531
3689,1512
3699,1507
3699,1566
3695,1473
3699,1487
3691,1402
3691,1489
3700,1423
3705,1420
3704,1463
3708,1515
3706,1588
3710,1565
3710,1457
3705,1442
3719,1453
3719,1543
3717,1594
3714,1441
3711,1530
3719,1410
3719,1501
3724,1535
3724,1590
3726,1579
3730,1524
3721,1482
3729,1590
3724,1504
3740,1548
3737,1503
3732,1537
3734,1597
3738,1478
3739,1472
3734,1517
3750,1458
3743,1533
3742,1454
3744,1594
3748,1554
3743,1501
3746,1424
3760,1521
3752,1417
3757,1592
3757,1522
3751,1566
3759,1434
3751,1413
3768,1442
3762,1526
3768,1425
3764,1481
3769,1558
3769,1497
3768,1475
3776,1534
3775,1505
3771,1557
3776,1456
3780,1526
3773,1501
3771,1581
3789,1442
3783,1583
3781,1595
3784,1404
3784,1420
3785,1417
3790,1504
3794,1477
3793,1406
3796,1458
3797,1421
3800,1476
3791,1513
3798,1437
3806,1583
3807,1576
3805,1484
3807,1410
3805,1498
3807,1431
3803,1569
3818,1414
3817,1538
3811,1510
3819,1495
3813,1448
3816,1547
3811,1465
3830,1517
3823,1470
3823,1435
3822,1523
3825,1518
3823,1433
3827,1419
3835,1549
3835,1514
3831,1403
3840,1454
3832,1430
3835,1409
3832,1516
3845,1593
3843,1575
3844,1533
3847,1451
3847,1449
3844,1470
3848,1446
3858,1522
3857,1449
3857,1485
3852,1460
3859,1478
3859,1485
3859,1482
3869,1519
3861,1470
3867,1550
3866,1523
3865,1480
3870,1591
3863,1484
3876,1447
3875,1422
3873,1581
3879,1497
3878,1572
3873,1428
3878,1452
3884,1481
3890,1474
3884,1584
3883,1420
3889,1416
3888,1440
3890,1492
3893,1456
3897,1448
3899,1572
3899,1539
3896,1415
3900,1416
3892,1495
3908,1439
3907,1513
3903,1534
3910,1589
3910,1459
3903,1535
3903,1515
3919,1497
3916,1497
3911,1520
3912,1559
3917,1458
3920,1548
3913,1571
3926,1495
3927,1477
3930,1593
3925,1562
3923,1485
3923,1458
3930,1502
3933,1457
3932,1525
3935,1532
3932,1566
3937,1539
3931,1493
3937,1443
3950,1509
3948,1474
3950,1487
3944,1481
3945,1544
3941,1494
3944,1494
3958,1453
3954,1599
3956,1420
3957,1494
3960,1491
3959,1539
3958,1468
3962,1563
3966,1473
3965,1531
3965,1555
3962,1584
3964,1593
3967,1530
3977,1435
3974,1424
3973,1525
3978,1570
3977,1526
3978,1432
3971,1449
3989,1508
3984,1510
3983,1479
3981,1534
3981,1568
3989,1470
3988,1547
3999,1533
3994,1487
3999,1517
3991,1528
3999,1567
3993,1494
3993,1421
